title;authors;year;publicationtitle;citationcount;doi;abstract;population;intervention;comparison;outcomes;context;checklater;include
Video-based rendering;['Marcus Magnor', 'Marc Pollefeys', 'German Cheung', 'Wojciech Matusik', 'Christian Theobalt'];2005;SIGGRAPH '05: ACM SIGGRAPH 2005 Courses;7;https://doi.org/10.1145/1198555.1198678;;0;0;0;0;0;0;0
Usability benchmarks for motion tracking systems;['Jean-Luc Lugrin', 'Dennis Wiebusch', 'Marc Erich Latoschik', 'Alexander Strehler'];2013;VRST '13: Proceedings of the 19th ACM Symposium on Virtual Reality Software and Technology;4;https://doi.org/10.1145/2503713.2503730;;0;0;0;0;0;0;0
Quantification of visual capabilities using augmented reality displays;['Mark Livingston'];2006;ISMAR '06: Proceedings of the 5th IEEE and ACM International Symposium on Mixed and Augmented Reality;2;https://doi.org/10.1109/ISMAR.2006.297788;;0;0;0;0;0;0;0
Evaluation of depth perception for touch interaction with stereoscopic rendered objects;['Dimitar Valkov', 'Alexander Giesler', 'Klaus Hinrichs'];2012;ITS '12: Proceedings of the 2012 ACM international conference on Interactive tabletops and surfaces;18;https://doi.org/10.1145/2396636.2396640;;0;0;0;0;0;0;0
Interaction Patterns and Techniques;['Jason Jerald'];2015;The VR Book: Human-Centered Design for Virtual Reality;0;https://doi.org/10.1145/2792790.2792824;;0;0;0;0;0;0;0
Reflector: Distance-Independent, Private Pointing on a Reflective Screen;['Jong-In Lee', 'Sunjun Kim', 'Masaaki Fukumoto', 'Byungjoo Lee'];2017;UIST '17: Proceedings of the 30th Annual ACM Symposium on User Interface Software and Technology;4;https://doi.org/10.1145/3126594.3126665;;0;0;0;0;0;0;0
An Automated High-Level Saliency Predictor for Smart Game Balancing;['George Alex Koulieris', 'George Drettakis', 'Douglas Cunningham', 'Katerina Mania'];0;ACM Transactions on Applied Perception (TAP), Volume 11, Issue 4;10;https://doi.org/10.1145/2637479;;0;0;0;0;0;0;0
Combining bimanual interaction and teleportation for 3D manipulation on multi-touch wall-sized displays;['Jean-Baptiste Louvet', 'Cédric Fleury'];2016;VRST '16: Proceedings of the 22nd ACM Conference on Virtual Reality Software and Technology;2;https://doi.org/10.1145/2993369.2993390;;0;0;0;0;0;0;0
HiveFive: Immersion Preserving Attention Guidance in Virtual Reality;['Daniel Lange', 'Tim Claudius Stratmann', 'Uwe Gruenefeld', 'Susanne Boll'];2020;CHI '20: Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems;13;https://doi.org/10.1145/3313831.3376803;;0;0;0;0;0;0;0
Simultaneous measurement of program comprehension with fMRI and eye tracking: a case study;['Norman Peitek', 'Janet Siegmund', 'Chris Parnin', 'Sven Apel', 'Johannes C. Hofmeister', 'André Brechmann'];2018;ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement;26;https://doi.org/10.1145/3239235.3240495;;0;0;0;0;0;0;0
Studying the Influence of Translational and Rotational Motion on the Perception of Rotation Gains in Virtual Environments;['Hugo Brument', 'Maud Marchal', 'Anne-Hélène Olivier', 'Ferran Argelaguet Sanz'];2021;SUI '21: Proceedings of the 2021 ACM Symposium on Spatial User Interaction;1;https://doi.org/10.1145/3485279.3485282;;0;0;0;0;0;0;0
Modeling dwell-based eye pointing target acquisition;['Xinyong Zhang', 'Xiangshi Ren', 'Hongbin Zha'];2010;CHI '10: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;13;https://doi.org/10.1145/1753326.1753645;;0;0;0;0;0;0;0
Online Estimation of Evolving Human Visual Interest;['Harish Katti', 'Anoop Kolar Rajagopal', 'Mohan Kankanhalli', 'Ramakrishnan Kalpathi'];0;ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM), Volume 11, Issue 1;9;https://doi.org/10.1145/2632284;;0;0;0;0;0;0;0
SIGGRAPH '17: ACM SIGGRAPH 2017 Emerging Technologies;;0;;282;;;0;0;0;0;0;0;0
In-Depth Mouse: Integrating Desktop Mouse into Virtual Reality;['Qian Zhou', 'George Fitzmaurice', 'Fraser Anderson'];2022;CHI '22: Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems;11;https://doi.org/10.1145/3491102.3501884;;0;0;0;0;0;0;0
Analysis of Reflexive Eye Movements for Fast Replay-Resistant Biometric Authentication;['Ivo Sluganovic', 'Marc Roeschlin', 'Kasper B. Rasmussen', 'Ivan Martinovic'];0;ACM Transactions on Privacy and Security (TOPS), Volume 22, Issue 1;9;https://doi.org/10.1145/3281745;;0;0;0;0;0;0;0
Three-dimensional medical imaging: algorithms and computer systems;['M. R. Stytz', 'G. Frieder', 'O. Frieder'];0;ACM Computing Surveys (CSUR), Volume 23, Issue 4;76;https://doi.org/10.1145/125137.125155;;0;0;0;0;0;0;0
SIGGRAPH '14: ACM SIGGRAPH 2014 Emerging Technologies;;0;;262;;;0;0;0;0;0;0;0
The VR Book: Human-Centered Design for Virtual Reality;['Jason Jerald'];0;;303;;;0;0;0;0;0;0;0
SA '15: SIGGRAPH Asia 2015 Mobile Graphics and Interactive Applications;;0;;155;;;0;0;0;0;0;0;0
ICMVA '23: Proceedings of the 2023 6th International Conference on Machine Vision and Applications;;0;;0;;;0;0;0;0;0;0;0
UIST '23: Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology;['Sean Follmer', 'Jeff Han', 'Jürgen Steimle', 'Nathalie Henry Riche'];0;;16;;;0;0;0;0;0;0;0
SA '16: SIGGRAPH ASIA 2016 Posters;['Johannes Kopf', 'Phillip Chi-Wing Fu'];0;;60;;;0;0;0;0;0;0;0
SAP '18: Proceedings of the 15th ACM Symposium on Applied Perception;['Cindy Grimm', 'Peter Willemsen', 'Joseph Kearney', 'Bernhard Riecke'];0;;262;;;0;0;0;0;0;0;0
SUI '23: Proceedings of the 2023 ACM Symposium on Spatial User Interaction;['Tony Huang', 'Misha Sra', 'Ferran Argelaguet', 'Pedro Lopes', 'Mayra Barrera Machuca'];0;;1;;;0;0;0;0;0;0;0
SIGGRAPH '14: ACM SIGGRAPH 2014 Posters;;0;;212;;;0;0;0;0;0;0;0
VRST '23: Proceedings of the 29th ACM Symposium on Virtual Reality Software and Technology;;0;;1;;;0;0;0;0;0;0;0
VRST '19: Proceedings of the 25th ACM Symposium on Virtual Reality Software and Technology;['Tomas Trescak', 'Simeon Simoff', 'Deborah Richards', 'Anton Bogdanovych', 'Thierry Duval', 'Torsten Kuhlen', 'Huyen Nguyen', 'Shigeo Morishima', 'Yuichi Itoh', 'Richard Skarbez', 'Anton Bogdanovych', 'Martin Masek'];0;;686;;;0;0;0;0;0;0;0
ICDIP '23: Proceedings of the 15th International Conference on Digital Image Processing;;0;;0;;;0;0;0;0;0;0;0
ETRA '23: Proceedings of the 2023 Symposium on Eye Tracking Research and Applications;['Enkelejda Kasneci', 'Frederick Shic', 'Mohamed Khamis'];0;;4;;;0;0;0;0;0;0;0
ACM MobiCom '23: Proceedings of the 29th Annual International Conference on Mobile Computing and Networking;['Xavier Costa', 'Joerg Widmer', 'Diego Perino', 'Domenico Giustiniano', 'Haitham Al Hassanieh', 'Arash Asadi', 'Landon Cox'];0;;10;;;0;0;0;0;0;0;0
CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems;['Albrecht Schmidt', 'Kaisa Väänänen', 'Tesh Goyal', 'Per Ola Kristensson', 'Anicia Peters'];0;;152;;;0;0;0;0;0;0;0
